remark,"CSV-Import-Export"
remark,"Date = Thu Mar 21 13:57:12 2019"
remark,"Version = RSLogix 5000 v30.01"
remark,"Owner = Windows User"
remark,"Company = Brock Solutions"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
ALIAS,,F_BM1_23_PE2_JAMMED1,"MTR/BM1-23 PE2 Jam","","F_PE[0].19","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_23_PE3_JAMMED,"MTR/BM1-23 PE-C Jam","","F_PE[0].18","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_23_PE3_JAMMED1,"MTR/BM1-23 PE3 Jam","","F_PE[0].18","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_23_VFD_FAULT,"MTR/BM1-23 VFD Fault","","F_C[3].10","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_CTCTR_FAULT,"MTR/BM1-24 Contactor Fault","","F_C[3].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_ENCODER_FAULT,"MTR/BM1-24 Encoder Fault","","F_C[3].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_MOL,"MTR/BM1-24 Motor Overload","","F_C[3].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_MSD_OFF,"MTR/BM1-24 Disconnect Off","","F_C[3].6","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_OUTSERV,"MTR/BM1-24 Out of Service","","F_C[3].7","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_OVRIDE,"MTR/BM1-24 HMI Override","","F_C[3].8","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_PE_JAMMED,"MTR/BM1-24 PE Jam","","F_PE[0].21","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_24_VFD_FAULT,"MTR/BM1-24 VFD Fault","","F_C[3].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_CS_E_STOP,"MTR/BM1-25 CS E-Stop Active","","F_CS1A[0].26","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_CS_E_STOP_RESET,"MTR/BM1-25 CS E-Stop Reset","","F_CS1A[0].27","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_CTCTR_FAULT,"MTR/BM1-25 Contactor Fault","","F_C[2].29","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_ENCODER_FAULT,"MTR/BM1-25 Encoder Fault","","F_C[2].30","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_MOL,"MTR/BM1-25 Motor Overload","","F_C[2].27","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_MSD_OFF,"MTR/BM1-25 Disconnect Off","","F_C[2].31","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_OUTSERV,"MTR/BM1-25 Out of Service","","F_C[3].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_OVRIDE,"MTR/BM1-25 HMI Override","","F_C[3].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_PE_JAMMED,"MTR/BM1-25 PE Jam","","F_PE[0].22","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_25_VFD_FAULT,"MTR/BM1-25 VFD Fault","","F_C[2].28","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_CTCTR_FAULT,"MTR/BM1-26 Contactor Fault","","F_C[2].22","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_ENCODER_FAULT,"MTR/BM1-26 Encoder Fault","","F_C[2].23","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_MOL,"MTR/BM1-26 Motor Overload","","F_C[2].20","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_MSD_OFF,"MTR/BM1-26 Disconnect Off","","F_C[2].24","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_OUTSERV,"MTR/BM1-26 Out of Service","","F_C[2].25","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_OVRIDE,"MTR/BM1-26 HMI Override","","F_C[2].26","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_PE_JAMMED,"MTR/BM1-26 PE Jam","","F_PE[0].23","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_26_VFD_FAULT,"MTR/BM1-26 VFD Fault","","F_C[2].21","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS1_E_STOP,"MTR/BM1-27 CS-A E-Stop Active","","F_CS1A[0].28","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS1_E_STOP1,"MTR/BM1-27 CS1 E-Stop Active","","F_CS1A[0].28","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS1_E_STOP_RESET,"MTR/BM1-27 CS-A E-Stop Reset","","F_CS1A[0].29","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS1_E_STOP_RESET1,"MTR/BM1-27 CS1 E-Stop Reset","","F_CS1A[0].29","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS2_E_STOP,"MTR/BM1-27 CS-B E-Stop Active","","F_CS1A[0].30","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS2_E_STOP1,"MTR/BM1-27 CS2 E-Stop Active","","F_CS1A[0].30","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS2_E_STOP_RESET,"MTR/BM1-27 CS-B E-Stop Reset","","F_CS1A[0].31","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS2_E_STOP_RESET1,"MTR/BM1-27 CS2 E-Stop Reset","","F_CS1A[0].31","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS3_E_STOP,"MTR/BM1-27 CS3 E-Stop Active","","F_CS01[0].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS3_E_STOP1,"MTR/BM1-27 CS-C E-Stop Active","","F_CS01[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS3_E_STOP_RESET,"MTR/BM1-27 CS3 E-Stop Reset","","F_CS01[0].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS3_E_STOP_RESET1,"MTR/BM1-27 CS-C E-Stop Reset","","F_CS01[0].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS4_E_STOP,"MTR/BM1-27 CS4 E-Stop Active","","F_CS01[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS4_E_STOP1,"MTR/BM1-27 CS-D E-Stop Active","","F_CS03[0].30","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS4_E_STOP_RESET,"MTR/BM1-27 CS4 E-Stop Reset","","F_CS01[0].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS4_E_STOP_RESET1,"MTR/BM1-27 CS-D E-Stop Reset","","F_CS03[0].31","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS5_E_STOP,"MTR/BM1-27 CS5 E-Stop Active","","F_CS13[0].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS5_E_STOP1,"MTR/BM1-27 CS-E E-Stop Active","","F_CS13[0].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS5_E_STOP_RESET,"MTR/BM1-27 CS5 E-Stop Reset","","F_CS13[0].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CS5_E_STOP_RESET1,"MTR/BM1-27 CS-E E-Stop Reset","","F_CS13[0].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_CTCTR_FAULT,"MTR/BM1-27 Contactor Fault","","F_C[2].15","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_ENCODER_FAULT,"MTR/BM1-27 Encoder Fault","","F_C[2].16","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_MOL,"MTR/BM1-27 Motor Overload","","F_C[2].13","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_MSD_OFF,"MTR/BM1-27 Disconnect Off","","F_C[2].17","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_OUTSERV,"MTR/BM1-27 Out of Service","","F_C[2].18","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_OVRIDE,"MTR/BM1-27 HMI Override","","F_C[2].19","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_PE1_JAMMED,"MTR/BM1-27 PE-A Jam","","F_PE[0].25","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_PE1_JAMMED1,"MTR/BM1-27 PE1 Jam","","F_PE[0].25","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_PE2_JAMMED,"MTR/BM1-27 PE-B Jam","","F_PE[0].24","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_PE2_JAMMED1,"MTR/BM1-27 PE2 Jam","","F_PE[0].24","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_27_RUN_FWD,"MTR/BM1-27 Forward Direction","","F_MISC[0].8","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_27_RUN_REV,"MTR/BM1-27 Reverse Direction","","F_MISC[0].9","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_27_VFD_FAULT,"MTR/BM1-27 VFD Fault","","F_C[2].14","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS1_E_STOP,"MTR/BM1-28 CS-A E-Stop Active","","F_CS2A[0].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS1_E_STOP1,"MTR/BM1-28 CS1 E-Stop Active","","F_CS1A[1].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS1_E_STOP_RESET,"MTR/BM1-28 CS-A E-Stop Reset","","F_CS2A[0].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS1_E_STOP_RESET1,"MTR/BM1-28 CS1 E-Stop Reset","","F_CS1A[1].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS2_E_STOP,"MTR/BM1-28 CS-B E-Stop Active","","F_CS1A[1].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS2_E_STOP1,"MTR/BM1-28 CS2 E-Stop Active","","F_CS1A[1].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS2_E_STOP_RESET,"MTR/BM1-28 CS-B E-Stop Reset","","F_CS1A[1].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS2_E_STOP_RESET1,"MTR/BM1-28 CS2 E-Stop Reset","","F_CS1A[1].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS3_E_STOP,"MTR/BM1-28 CS3 E-Stop Active","","F_CS01[0].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS3_E_STOP1,"MTR/BM1-28 CS-C E-Stop Active","","F_CS01[0].6","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS3_E_STOP_RESET,"MTR/BM1-28 CS3 E-Stop Reset","","F_CS01[0].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS3_E_STOP_RESET1,"MTR/BM1-28 CS-C E-Stop Reset","","F_CS01[0].7","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS4_E_STOP,"MTR/BM1-28 CS4 E-Stop Active","","F_CS13[0].6","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS4_E_STOP1,"MTR/BM1-28 CS-D E-Stop Active","","F_CS03[1].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS4_E_STOP_RESET,"MTR/BM1-28 CS4 E-Stop Reset","","F_CS13[0].7","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CS4_E_STOP_RESET1,"MTR/BM1-28 CS-D E-Stop Reset","","F_CS03[1].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_CTCTR_FAULT,"MTR/BM1-28 Contactor Fault","","F_C[2].8","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_ENCODER_FAULT,"MTR/BM1-28 Encoder Fault","","F_C[2].9","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_MOL,"MTR/BM1-28 Motor Overload","","F_C[2].6","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_MSD_OFF,"MTR/BM1-28 Disconnect Off","","F_C[2].10","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_OUTSERV,"MTR/BM1-28 Out of Service","","F_C[2].11","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_OVRIDE,"MTR/BM1-28 HMI Override","","F_C[2].12","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_PE1_JAMMED,"MTR/BM1-28 PE-A Jam","","F_PE[0].27","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_PE1_JAMMED1,"MTR/BM1-28 PE1 Jam","","F_PE[0].27","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_PE2_JAMMED,"MTR/BM1-28 PE-B Jam","","F_PE[0].26","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_PE2_JAMMED1,"MTR/BM1-28 PE2 Jam","","F_PE[0].26","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_28_RUN_FWD,"MTR/BM1-28 Forward Direction","","F_MISC[0].10","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_28_RUN_REV,"MTR/BM1-28 Reverse Direction","","F_MISC[0].11","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_28_VFD_FAULT,"MTR/BM1-28 VFD Fault","","F_C[2].7","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS1_E_STOP,"MTR/BM1-29 CS-A E-Stop Active","","F_CS1A[1].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS1_E_STOP1,"MTR/BM1-29 CS1 E-Stop Active","","F_CS01[0].8","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS1_E_STOP_RESET,"MTR/BM1-29 CS-A E-Stop Reset","","F_CS1A[1].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS1_E_STOP_RESET1,"MTR/BM1-29 CS1 E-Stop Reset","","F_CS01[0].9","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS2_E_STOP,"MTR/BM1-29 CS-B E-Stop Active","","F_CS03[1].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS2_E_STOP1,"MTR/BM1-29 CS2 E-Stop Active","","F_CS1A[1].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS2_E_STOP_RESET,"MTR/BM1-29 CS-B E-Stop Reset","","F_CS03[1].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS2_E_STOP_RESET1,"MTR/BM1-29 CS2 E-Stop Reset","","F_CS1A[1].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS3_E_STOP,"MTR/BM1-29 CS3 E-Stop Active","","F_CS13[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS3_E_STOP1,"MTR/BM1-29 CS-C E-Stop Active","","F_CS13[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS3_E_STOP_RESET,"MTR/BM1-29 CS3 E-Stop Reset","","F_CS13[0].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS3_E_STOP_RESET1,"MTR/BM1-29 CS-C E-Stop Reset","","F_CS13[0].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS4_E_STOP,"MTR/BM1-29 CS4 E-Stop Active","","F_CS01[0].10","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS4_E_STOP1,"MTR/BM1-29 CS-D E-Stop Active","","F_CS01[0].10","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS4_E_STOP_RESET,"MTR/BM1-29 CS4 E-Stop Reset","","F_CS01[0].11","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CS4_E_STOP_RESET1,"MTR/BM1-29 CS-D E-Stop Reset","","F_CS01[0].11","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_CTCTR_FAULT,"MTR/BM1-29 Contactor Fault","","F_C[2].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_ENCODER_FAULT,"MTR/BM1-29 Encoder Fault","","F_C[2].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_MOL,"MTR/BM1-29 Motor Overload","","F_C[1].31","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_MSD_OFF,"MTR/BM1-29 Disconnect Off","","F_C[2].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_OUTSERV,"MTR/BM1-29 Out of Service","","F_C[2].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_OVRIDE,"MTR/BM1-29 HMI Override","","F_C[2].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_PE1_JAMMED,"MTR/BM1-29 PE-A Jam","","F_PE[0].29","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_PE1_JAMMED1,"MTR/BM1-29 PE1 Jam","","F_PE[0].29","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_PE2_JAMMED,"MTR/BM1-29 PE-B Jam","","F_PE[0].28","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_PE2_JAMMED1,"MTR/BM1-29 PE2 Jam","","F_PE[0].28","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_29_RUN_FWD,"MTR/BM1-29 Forward Direction","","F_MISC[0].12","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_29_RUN_REV,"MTR/BM1-29 Reverse Direction","","F_MISC[0].13","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_29_VFD_FAULT,"MTR/BM1-29 VFD Fault","","F_C[2].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS1_E_STOP,"MTR/BM1-30 CS-A E-Stop Active","","F_CS4A[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS1_E_STOP1,"MTR/BM1-30 CS1 E-Stop Active","","F_CS4A[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS1_E_STOP_RESET,"MTR/BM1-30 CS-A E-Stop Reset","","F_CS4A[0].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS1_E_STOP_RESET1,"MTR/BM1-30 CS1 E-Stop Reset","","F_CS4A[0].3","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS2_E_STOP,"MTR/BM1-30 CS-B E-Stop Active","","F_CS1A[1].6","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS2_E_STOP1,"MTR/BM1-30 CS2 E-Stop Active","","F_CS13[0].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS2_E_STOP_RESET,"MTR/BM1-30 CS-B E-Stop Reset","","F_CS1A[1].7","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS2_E_STOP_RESET1,"MTR/BM1-30 CS2 E-Stop Reset","","F_CS13[0].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS3_E_STOP,"MTR/BM1-30 CS3 E-Stop Active","","F_CS01[0].12","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS3_E_STOP1,"MTR/BM1-30 CS-C E-Stop Active","","F_CS01[0].12","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS3_E_STOP_RESET,"MTR/BM1-30 CS3 E-Stop Reset","","F_CS01[0].13","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS3_E_STOP_RESET1,"MTR/BM1-30 CS-C E-Stop Reset","","F_CS01[0].13","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS4_E_STOP,"MTR/BM1-30 CS4 E-Stop Active","","F_CS1A[1].6","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS4_E_STOP1,"MTR/BM1-30 CS-D E-Stop Active","","F_CS03[1].4","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS4_E_STOP_RESET,"MTR/BM1-30 CS4 E-Stop Reset","","F_CS1A[1].7","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CS4_E_STOP_RESET1,"MTR/BM1-30 CS-D E-Stop Reset","","F_CS03[1].5","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_CTCTR_FAULT,"MTR/BM1-30 Contactor Fault","","F_C[1].26","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_ENCODER_FAULT,"MTR/BM1-30 Encoder Fault","","F_C[1].27","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_MOL,"MTR/BM1-30 Motor Overload","","F_C[1].24","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_MSD_OFF,"MTR/BM1-30 Disconnect Off","","F_C[1].28","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_OUTSERV,"MTR/BM1-30 Out of Service","","F_C[1].29","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_OVRIDE,"MTR/BM1-30 HMI Override","","F_C[1].30","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_PE1_JAMMED,"MTR/BM1-30 PE-A Jam","","F_PE[0].31","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_PE1_JAMMED1,"MTR/BM1-30 PE1 Jam","","F_PE[0].31","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_PE2_OVERHEIGHT,"MTR/BM1-30 PE-B Overheight","","F_OH[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_PE3_JAMMED,"MTR/BM1-30 PE-C Jam","","F_PE[0].30","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_PE3_JAMMED1,"MTR/BM1-30 PE3 Jam","","F_PE[0].30","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_PE3_OVERHEIGHT,"MTR/BM1-30 PE3 Overheight","","F_OH[0].2","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_30_RUN_FWD,"MTR/BM1-30 Forward Direction","","F_MISC[0].14","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_30_RUN_REV,"MTR/BM1-30 Reverse Direction","","F_MISC[0].15","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,,F_BM1_30_VFD_FAULT,"MTR/BM1-30 VFD Fault","","F_C[1].25","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_CTCTR_FAULT,"MTR/BM1-31 Contactor Fault","","F_C[1].19","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_ENCODER_FAULT,"MTR/BM1-31 Encoder Fault","","F_C[1].20","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_MOL,"MTR/BM1-31 Motor Overload","","F_C[1].17","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_MSD_OFF,"MTR/BM1-31 Disconnect Off","","F_C[1].21","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_OUTSERV,"MTR/BM1-31 Out of Service","","F_C[1].22","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_OVRIDE,"MTR/BM1-31 HMI Override","","F_C[1].23","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_PE_JAMMED,"MTR/BM1-31 PE Jam","","F_PE[1].0","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_31_VFD_FAULT,"MTR/BM1-31 VFD Fault","","F_C[1].18","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_CTCTR_FAULT,"MTR/BM1-32 Contactor Fault","","F_C[1].12","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_ENCODER_FAULT,"MTR/BM1-32 Encoder Fault","","F_C[1].13","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_MOL,"MTR/BM1-32 Motor Overload","","F_C[1].10","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_MSD_OFF,"MTR/BM1-32 Disconnect Off","","F_C[1].14","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_OUTSERV,"MTR/BM1-32 Out of Service","","F_C[1].15","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_OVRIDE,"MTR/BM1-32 HMI Override","","F_C[1].16","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_PE_JAMMED,"MTR/BM1-32 PE Jam","","F_PE[1].1","(RADIX := Decimal, ExternalAccess := Read Only)"
ALIAS,,F_BM1_32_VFD_FAULT,"MTR/BM1-32 VFD Fault","","F_C[1].11","(RADIX := Decimal, ExternalAccess := Read Only)"
